Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Region
EMP1407,45,Female,Sales,Finance,29,Remote,South America
EMP1408,23,Non-binary,HR,Finance,1,Hybrid,South America
EMP1409,55,Non-binary,Marketing,Manufacturing,8,Remote,Asia
EMP1410,38,Male,HR,IT,10,Hybrid,North America
EMP1411,34,Non-binary,Designer,IT,29,Remote,Africa
EMP1412,24,Female,Sales,Education,29,Remote,South America
EMP1413,46,Non-binary,Software Engineer,Finance,16,Onsite,Oceania
EMP1414,36,Prefer not to say,Data Scientist,Healthcare,33,Remote,Europe
EMP1415,30,Male,Marketing,IT,31,Onsite,North America
EMP1416,34,Male,Marketing,Manufacturing,23,Onsite,Oceania
EMP1417,40,Female,Marketing,Education,6,Remote,South America
EMP1418,37,Male,Software Engineer,Consulting,1,Remote,South America
EMP1419,37,Non-binary,Software Engineer,IT,1,Onsite,Africa
EMP1420,33,Non-binary,Data Scientist,IT,19,Remote,Asia
EMP1421,53,Prefer not to say,Software Engineer,IT,7,Onsite,Oceania
EMP1422,23,Female,Data Scientist,Manufacturing,5,Remote,Africa
EMP1423,22,Female,Marketing,Healthcare,24,Remote,South America
EMP1424,45,Non-binary,Project Manager,Manufacturing,6,Remote,Asia
EMP1425,25,Female,HR,Finance,23,Onsite,North America
EMP1426,44,Male,Project Manager,Finance,14,Onsite,Asia
EMP1427,36,Female,Sales,Consulting,31,Remote,Oceania
EMP1428,37,Female,Designer,Consulting,1,Hybrid,Africa
EMP1429,45,Male,Project Manager,Healthcare,30,Hybrid,North America
EMP1430,48,Female,Software Engineer,Retail,7,Remote,North America
EMP1431,42,Non-binary,Marketing,Finance,7,Remote,Oceania
EMP1432,24,Non-binary,Sales,Manufacturing,33,Remote,South America
EMP1433,58,Non-binary,Project Manager,Healthcare,29,Remote,South America
EMP1434,50,Female,Project Manager,Finance,35,Remote,Europe
EMP1435,46,Prefer not to say,Marketing,Retail,12,Remote,North America
EMP1436,56,Non-binary,Marketing,Retail,25,Onsite,South America
EMP1437,27,Male,Project Manager,Education,20,Onsite,Oceania
EMP1438,38,Female,Marketing,Retail,1,Hybrid,South America
EMP1439,56,Non-binary,Marketing,Consulting,2,Onsite,Africa
EMP1440,57,Female,Designer,IT,31,Hybrid,Europe
EMP1441,22,Prefer not to say,Data Scientist,Retail,34,Hybrid,Asia
EMP1442,45,Prefer not to say,HR,Manufacturing,16,Remote,Oceania
EMP1443,33,Male,HR,Manufacturing,24,Hybrid,North America
EMP1444,37,Non-binary,Software Engineer,Manufacturing,27,Hybrid,Europe
EMP1445,29,Non-binary,Data Scientist,IT,23,Remote,North America
EMP1446,51,Female,Designer,Retail,34,Hybrid,Africa
EMP1447,43,Prefer not to say,Data Scientist,Finance,32,Hybrid,Asia
EMP1448,49,Non-binary,Designer,IT,14,Hybrid,Asia
EMP1449,28,Female,Sales,Healthcare,23,Remote,South America
EMP1450,28,Female,Marketing,IT,14,Hybrid,Europe
EMP1451,23,Prefer not to say,Designer,Finance,1,Onsite,Africa
EMP1452,32,Male,Project Manager,IT,22,Hybrid,South America
EMP1453,58,Male,Sales,Retail,27,Remote,South America
EMP1454,57,Male,Marketing,Consulting,20,Onsite,Oceania
EMP1455,27,Female,Designer,Consulting,17,Onsite,Africa
EMP1456,40,Non-binary,Data Scientist,Retail,21,Remote,Oceania
EMP1457,55,Male,Project Manager,Finance,11,Hybrid,Oceania
EMP1458,54,Male,Project Manager,Healthcare,26,Onsite,South America
EMP1459,54,Non-binary,Project Manager,Retail,14,Remote,North America
EMP1460,26,Non-binary,Project Manager,Finance,24,Remote,South America
EMP1461,48,Male,Project Manager,Retail,23,Remote,Asia
EMP1462,32,Male,Software Engineer,IT,6,Hybrid,Oceania
EMP1463,52,Male,Project Manager,Consulting,35,Remote,Europe
EMP1464,57,Prefer not to say,Software Engineer,Education,7,Remote,North America
EMP1465,36,Female,HR,Education,32,Remote,Europe
EMP1466,54,Prefer not to say,Designer,Healthcare,19,Remote,North America
EMP1467,40,Prefer not to say,Data Scientist,IT,6,Onsite,Africa
EMP1468,49,Non-binary,Data Scientist,Consulting,29,Remote,Asia
EMP1469,24,Prefer not to say,Software Engineer,Retail,31,Onsite,Africa
EMP1470,54,Non-binary,Marketing,Manufacturing,8,Hybrid,Oceania
EMP1471,35,Male,Software Engineer,Consulting,24,Remote,Europe
EMP1472,55,Non-binary,Project Manager,Healthcare,11,Remote,South America
EMP1473,36,Female,Marketing,Healthcare,31,Onsite,North America
EMP1474,43,Male,Software Engineer,Healthcare,29,Onsite,Africa
EMP1475,25,Prefer not to say,Sales,Consulting,24,Remote,South America
EMP1476,42,Female,HR,Retail,5,Remote,Asia
EMP1477,24,Female,HR,Consulting,17,Hybrid,North America
EMP1478,48,Female,Software Engineer,Retail,6,Onsite,Europe
EMP1479,47,Male,Marketing,Retail,21,Hybrid,Europe
EMP1480,54,Prefer not to say,Project Manager,IT,35,Hybrid,Europe
EMP1481,43,Non-binary,Designer,Retail,29,Hybrid,Asia
EMP1482,29,Prefer not to say,Marketing,Manufacturing,9,Remote,North America
EMP1483,37,Male,Software Engineer,IT,27,Remote,Europe
EMP1484,39,Male,Project Manager,Manufacturing,4,Onsite,South America
EMP1485,46,Female,Project Manager,Education,17,Onsite,Asia
EMP1486,44,Male,Data Scientist,Retail,35,Onsite,Oceania
EMP1487,36,Non-binary,HR,Healthcare,14,Onsite,Asia
EMP1488,28,Non-binary,Data Scientist,Finance,30,Hybrid,North America
EMP1489,23,Female,Marketing,IT,1,Hybrid,Europe
EMP1490,60,Prefer not to say,HR,Retail,4,Remote,Oceania
EMP1491,55,Prefer not to say,Project Manager,IT,35,Hybrid,Asia
EMP1492,34,Male,HR,Education,12,Remote,Oceania
EMP1493,30,Prefer not to say,Software Engineer,Finance,17,Onsite,Asia
EMP1494,26,Female,Designer,Education,17,Onsite,Africa
EMP1495,44,Male,Data Scientist,Retail,10,Onsite,North America
EMP1496,24,Prefer not to say,HR,IT,3,Remote,Africa
EMP1497,59,Male,Designer,Healthcare,15,Hybrid,Asia
EMP1498,60,Male,HR,Consulting,32,Onsite,South America
EMP1499,32,Female,HR,Consulting,14,Remote,Africa
EMP1500,49,Prefer not to say,Software Engineer,Consulting,26,Onsite,South America
EMP1501,36,Female,Software Engineer,IT,4,Onsite,Europe
EMP1502,40,Female,Software Engineer,Manufacturing,27,Onsite,Oceania
EMP1503,49,Non-binary,Designer,Finance,11,Hybrid,Europe
EMP1504,26,Female,Software Engineer,Consulting,22,Onsite,Asia
EMP1505,49,Prefer not to say,Software Engineer,Finance,8,Hybrid,Africa
EMP1506,60,Prefer not to say,Designer,Manufacturing,28,Onsite,Europe
EMP1507,42,Male,HR,IT,10,Onsite,Asia
EMP1508,28,Female,Designer,Consulting,35,Remote,Oceania
EMP1509,45,Prefer not to say,Software Engineer,Finance,19,Remote,South America
EMP1510,27,Prefer not to say,Software Engineer,Finance,17,Remote,Oceania
EMP1511,44,Female,Software Engineer,Healthcare,12,Hybrid,South America
EMP1512,28,Male,Marketing,Retail,23,Onsite,Europe
EMP1513,43,Male,Marketing,Retail,19,Remote,North America
EMP1514,24,Non-binary,Designer,Manufacturing,21,Hybrid,North America
EMP1515,53,Female,Data Scientist,IT,31,Onsite,Africa
EMP1516,41,Prefer not to say,Data Scientist,IT,4,Remote,South America
EMP1517,59,Male,Data Scientist,IT,8,Onsite,Africa
EMP1518,45,Female,Data Scientist,Healthcare,20,Remote,Europe
EMP1519,26,Non-binary,HR,Finance,2,Remote,Africa
EMP1520,52,Prefer not to say,Software Engineer,Manufacturing,17,Remote,Asia
EMP1521,48,Prefer not to say,Software Engineer,Consulting,25,Onsite,Africa
EMP1522,22,Prefer not to say,Data Scientist,IT,23,Onsite,South America
EMP1523,41,Non-binary,Marketing,Manufacturing,4,Remote,Europe
EMP1524,50,Non-binary,Project Manager,Retail,9,Onsite,South America
EMP1525,29,Female,Data Scientist,Finance,16,Remote,North America
EMP1526,27,Male,Software Engineer,IT,29,Remote,Europe
EMP1527,43,Prefer not to say,Project Manager,Consulting,14,Onsite,Oceania
EMP1528,51,Non-binary,Designer,Finance,25,Remote,Europe
EMP1529,47,Female,Project Manager,Finance,6,Hybrid,Europe
EMP1530,44,Male,Software Engineer,IT,17,Remote,Asia
EMP1531,44,Prefer not to say,HR,Retail,21,Hybrid,Africa
EMP1532,43,Female,HR,Retail,5,Remote,South America
EMP1533,22,Female,Designer,Consulting,20,Remote,Africa
EMP1534,40,Prefer not to say,Marketing,Consulting,11,Remote,Africa
EMP1535,34,Non-binary,Project Manager,IT,10,Hybrid,Europe
EMP1536,59,Female,Software Engineer,Finance,22,Onsite,Oceania
EMP1537,26,Female,Project Manager,Consulting,2,Onsite,Oceania
EMP1538,40,Male,Software Engineer,Manufacturing,24,Hybrid,North America
EMP1539,47,Female,Data Scientist,Retail,2,Remote,Europe
EMP1540,54,Female,Sales,Healthcare,23,Hybrid,Africa
EMP1541,26,Male,Software Engineer,IT,3,Onsite,Africa
EMP1542,52,Non-binary,HR,Education,25,Remote,Europe
EMP1543,38,Male,Designer,Education,12,Remote,Asia
EMP1544,34,Non-binary,Sales,Consulting,22,Remote,North America
EMP1545,39,Prefer not to say,Project Manager,Finance,22,Remote,Oceania
EMP1546,60,Non-binary,Project Manager,Manufacturing,33,Hybrid,North America
EMP1547,24,Female,Sales,Retail,6,Hybrid,Oceania
EMP1548,49,Prefer not to say,Marketing,Consulting,30,Onsite,Europe
EMP1549,45,Non-binary,Designer,Consulting,1,Onsite,South America
EMP1550,28,Male,Project Manager,Retail,19,Remote,Oceania
EMP1551,34,Female,Data Scientist,IT,1,Remote,Africa
EMP1552,27,Non-binary,Sales,Manufacturing,30,Onsite,South America
EMP1553,35,Female,Sales,Consulting,35,Hybrid,Europe
EMP1554,47,Prefer not to say,Software Engineer,Retail,4,Remote,Europe
EMP1555,51,Prefer not to say,Data Scientist,Retail,6,Remote,Asia
EMP1556,25,Prefer not to say,Sales,IT,12,Onsite,Europe
EMP1557,36,Female,Data Scientist,Retail,2,Hybrid,Europe
EMP1558,47,Female,Software Engineer,Education,26,Remote,Oceania
EMP1559,60,Male,Software Engineer,IT,33,Onsite,Asia
EMP1560,25,Female,Data Scientist,Finance,13,Hybrid,Oceania
EMP1561,26,Female,Designer,Retail,17,Onsite,Europe
EMP1562,55,Male,Marketing,Consulting,6,Hybrid,Africa
EMP1563,31,Non-binary,Marketing,Manufacturing,2,Hybrid,South America
EMP1564,36,Male,Data Scientist,Manufacturing,1,Onsite,Africa
EMP1565,23,Non-binary,HR,Education,33,Remote,Oceania
EMP1566,56,Male,Data Scientist,Education,8,Onsite,Europe
EMP1567,36,Non-binary,Marketing,Finance,33,Remote,North America
EMP1568,33,Female,Project Manager,Manufacturing,16,Remote,Europe
EMP1569,50,Prefer not to say,Sales,Manufacturing,32,Hybrid,Oceania
EMP1570,29,Prefer not to say,Sales,Education,8,Hybrid,Asia
EMP1571,55,Non-binary,HR,Finance,8,Hybrid,South America
EMP1572,34,Non-binary,Designer,Consulting,33,Onsite,Oceania
EMP1573,48,Non-binary,Sales,Finance,23,Remote,Asia
EMP1574,51,Female,Data Scientist,Retail,24,Hybrid,Oceania
EMP1575,31,Non-binary,Designer,Finance,27,Onsite,Oceania
EMP1576,22,Prefer not to say,Marketing,Manufacturing,8,Hybrid,Europe
EMP1577,23,Male,Designer,Finance,7,Remote,Africa
EMP1578,55,Prefer not to say,Data Scientist,Consulting,22,Hybrid,Europe
EMP1579,52,Prefer not to say,Project Manager,IT,16,Remote,Asia
EMP1580,47,Prefer not to say,Data Scientist,Education,14,Onsite,South America
EMP1581,46,Male,HR,Finance,14,Onsite,Asia
EMP1582,28,Non-binary,Sales,Consulting,23,Remote,Europe
EMP1583,57,Prefer not to say,Software Engineer,Retail,17,Hybrid,Asia
EMP1584,26,Female,Software Engineer,Healthcare,18,Remote,Europe
EMP1585,39,Non-binary,Marketing,IT,19,Remote,Asia
EMP1586,54,Non-binary,Designer,Manufacturing,27,Remote,Africa
EMP1587,25,Prefer not to say,HR,Education,8,Remote,South America
EMP1588,40,Prefer not to say,HR,Manufacturing,23,Hybrid,Oceania
EMP1589,56,Non-binary,Sales,Retail,34,Remote,Asia
EMP1590,32,Female,HR,Consulting,15,Hybrid,Africa
EMP1591,34,Non-binary,Project Manager,Education,30,Remote,Asia
EMP1592,57,Male,Designer,Education,14,Onsite,Oceania
EMP1593,54,Prefer not to say,Software Engineer,Consulting,26,Onsite,Europe
EMP1594,29,Non-binary,HR,IT,6,Hybrid,North America
EMP1595,45,Prefer not to say,Data Scientist,Education,24,Onsite,North America
EMP1596,40,Male,Project Manager,IT,16,Hybrid,Oceania
EMP1597,42,Non-binary,Marketing,Manufacturing,23,Hybrid,Africa
EMP1598,40,Prefer not to say,Marketing,Finance,14,Onsite,Africa
EMP1599,46,Female,Sales,Healthcare,4,Onsite,Africa
EMP1600,26,Prefer not to say,Project Manager,IT,29,Hybrid,North America
EMP1601,33,Female,Sales,Finance,29,Remote,Oceania
EMP1602,38,Male,Marketing,IT,34,Remote,North America
EMP1603,57,Prefer not to say,HR,Education,27,Remote,South America
EMP1604,37,Male,Software Engineer,Healthcare,20,Onsite,Asia
EMP1605,37,Female,Sales,Education,10,Hybrid,Oceania
EMP1606,24,Prefer not to say,Marketing,Finance,18,Onsite,Asia
EMP1607,39,Prefer not to say,HR,Finance,32,Onsite,Asia
EMP1608,23,Female,Project Manager,Education,13,Hybrid,South America
EMP1609,55,Prefer not to say,Designer,Manufacturing,19,Remote,Europe
EMP1610,53,Non-binary,Data Scientist,Manufacturing,20,Remote,Africa
EMP1611,37,Male,Project Manager,Manufacturing,24,Remote,North America
EMP1612,29,Non-binary,HR,IT,5,Remote,North America
EMP1613,51,Prefer not to say,Software Engineer,Education,26,Hybrid,Asia
EMP1614,38,Prefer not to say,HR,Retail,28,Hybrid,South America
EMP1615,22,Male,Designer,Healthcare,25,Onsite,Europe
EMP1616,51,Prefer not to say,Project Manager,IT,29,Onsite,South America
EMP1617,32,Male,HR,Finance,30,Hybrid,Oceania
EMP1618,24,Male,Designer,Finance,19,Hybrid,Africa
EMP1619,39,Prefer not to say,HR,Finance,10,Hybrid,Africa
EMP1620,34,Non-binary,Designer,Healthcare,7,Onsite,Europe
EMP1621,47,Male,Sales,Manufacturing,11,Remote,South America
EMP1622,44,Female,Data Scientist,Finance,23,Remote,North America
EMP1623,35,Non-binary,HR,Finance,6,Remote,Asia
EMP1624,41,Female,Project Manager,Healthcare,29,Hybrid,Asia
EMP1625,34,Non-binary,Project Manager,Retail,21,Onsite,Africa
EMP1626,57,Male,Software Engineer,Education,26,Onsite,North America
EMP1627,31,Prefer not to say,Designer,Consulting,7,Onsite,Africa
EMP1628,41,Prefer not to say,Designer,Healthcare,18,Onsite,South America
EMP1629,37,Male,HR,Retail,13,Hybrid,North America
EMP1630,38,Prefer not to say,Data Scientist,Consulting,26,Remote,Asia
EMP1631,53,Prefer not to say,Project Manager,Manufacturing,2,Remote,Africa
EMP1632,50,Male,Sales,Finance,18,Onsite,Europe
EMP1633,30,Male,Data Scientist,Manufacturing,7,Onsite,North America
EMP1634,50,Non-binary,Marketing,Retail,1,Hybrid,North America
EMP1635,55,Male,Software Engineer,Consulting,3,Remote,Oceania
EMP1636,35,Male,Marketing,Manufacturing,8,Hybrid,South America
EMP1637,53,Prefer not to say,HR,Manufacturing,5,Onsite,South America
EMP1638,49,Prefer not to say,Designer,IT,9,Hybrid,North America
EMP1639,34,Male,Project Manager,Retail,30,Onsite,Africa
EMP1640,44,Non-binary,Software Engineer,Consulting,20,Remote,Europe
EMP1641,58,Prefer not to say,HR,Finance,31,Hybrid,North America
EMP1642,28,Prefer not to say,Data Scientist,Retail,7,Remote,Asia
EMP1643,46,Female,HR,Consulting,28,Onsite,South America
EMP1644,50,Female,Sales,Manufacturing,3,Hybrid,Africa
EMP1645,39,Male,Designer,Manufacturing,33,Onsite,North America
EMP1646,37,Non-binary,Project Manager,Retail,29,Remote,Europe
EMP1647,60,Male,Software Engineer,IT,15,Hybrid,Africa
EMP1648,58,Male,Software Engineer,Finance,8,Remote,Oceania
EMP1649,47,Non-binary,Designer,Consulting,8,Hybrid,South America
EMP1650,49,Female,Data Scientist,Retail,16,Remote,Asia
EMP1651,58,Male,Marketing,IT,4,Hybrid,South America
EMP1652,47,Female,HR,IT,16,Onsite,Oceania
EMP1653,30,Non-binary,Marketing,Education,22,Onsite,Africa
EMP1654,25,Female,Software Engineer,Consulting,26,Onsite,Asia
EMP1655,35,Prefer not to say,HR,Manufacturing,35,Remote,Africa
EMP1656,53,Non-binary,Data Scientist,Retail,6,Onsite,South America
EMP1657,32,Female,Software Engineer,Consulting,23,Hybrid,South America
EMP1658,37,Male,Designer,Consulting,10,Remote,Africa
EMP1659,40,Prefer not to say,HR,IT,1,Hybrid,North America
EMP1660,40,Male,Software Engineer,IT,29,Hybrid,Europe
EMP1661,58,Female,Project Manager,IT,22,Hybrid,South America
EMP1662,47,Male,Designer,Healthcare,10,Hybrid,Oceania
EMP1663,57,Male,HR,IT,1,Onsite,Oceania
EMP1664,38,Non-binary,Designer,Education,1,Onsite,Africa
EMP1665,39,Female,Project Manager,IT,31,Hybrid,Europe
EMP1666,37,Female,Designer,Finance,24,Remote,South America
EMP1667,41,Female,Software Engineer,Retail,24,Onsite,South America
EMP1668,34,Female,Designer,IT,3,Hybrid,North America
EMP1669,28,Prefer not to say,Data Scientist,Education,23,Remote,South America
EMP1670,30,Prefer not to say,Data Scientist,IT,4,Hybrid,South America
EMP1671,37,Prefer not to say,HR,Healthcare,27,Hybrid,South America
EMP1672,46,Non-binary,Sales,Education,35,Onsite,Europe
EMP1673,38,Male,Project Manager,Manufacturing,19,Remote,Africa
EMP1674,58,Male,Marketing,Retail,17,Onsite,South America
EMP1675,37,Non-binary,Data Scientist,Manufacturing,30,Onsite,Asia
EMP1676,44,Non-binary,Data Scientist,Consulting,24,Hybrid,Oceania
EMP1677,45,Male,Sales,Healthcare,25,Onsite,Africa
EMP1678,41,Non-binary,Software Engineer,Manufacturing,14,Onsite,Asia
EMP1679,45,Male,Project Manager,Education,11,Onsite,Oceania
EMP1680,43,Female,Designer,Consulting,27,Hybrid,Asia
EMP1681,37,Prefer not to say,Sales,Healthcare,28,Onsite,Europe
EMP1682,35,Non-binary,Project Manager,Manufacturing,7,Onsite,South America
EMP1683,37,Non-binary,Sales,Finance,11,Hybrid,Europe
EMP1684,52,Non-binary,Software Engineer,Healthcare,7,Hybrid,Oceania
EMP1685,47,Male,Software Engineer,Retail,33,Onsite,Asia
EMP1686,44,Prefer not to say,Software Engineer,Healthcare,24,Remote,Africa
EMP1687,43,Female,Sales,Healthcare,24,Onsite,Asia
EMP1688,41,Female,Sales,Education,26,Onsite,Asia
EMP1689,60,Prefer not to say,Software Engineer,Manufacturing,8,Hybrid,Africa
EMP1690,51,Prefer not to say,Sales,Manufacturing,14,Remote,Asia
EMP1691,35,Female,Software Engineer,IT,10,Hybrid,Oceania
EMP1692,53,Non-binary,Marketing,Retail,27,Hybrid,Africa
EMP1693,50,Prefer not to say,Software Engineer,IT,32,Remote,Asia
EMP1694,23,Female,Sales,Manufacturing,8,Onsite,North America
EMP1695,36,Female,Project Manager,Retail,12,Onsite,Europe
EMP1696,57,Prefer not to say,Project Manager,IT,13,Remote,Europe
EMP1697,57,Female,Designer,Healthcare,23,Onsite,Asia
EMP1698,31,Prefer not to say,Sales,Retail,10,Remote,Oceania
EMP1699,43,Non-binary,Sales,Finance,13,Onsite,Europe
EMP1700,41,Non-binary,Project Manager,Healthcare,13,Remote,Oceania
EMP1701,24,Male,Data Scientist,Retail,23,Onsite,Asia
EMP1702,50,Female,HR,Manufacturing,12,Remote,Asia
EMP1703,46,Male,Software Engineer,Healthcare,28,Remote,Africa
EMP1704,56,Non-binary,Project Manager,Manufacturing,3,Remote,Asia
EMP1705,34,Prefer not to say,Software Engineer,Manufacturing,6,Hybrid,Europe
EMP1706,47,Non-binary,Data Scientist,Retail,33,Remote,Asia
EMP1707,27,Female,Marketing,IT,1,Hybrid,Oceania
EMP1708,51,Non-binary,Software Engineer,Consulting,32,Hybrid,Africa
EMP1709,27,Prefer not to say,Software Engineer,IT,3,Remote,North America
EMP1710,45,Prefer not to say,Sales,Healthcare,18,Remote,Europe
EMP1711,54,Female,HR,Healthcare,31,Onsite,Europe
EMP1712,45,Male,Software Engineer,Consulting,28,Remote,South America
EMP1713,38,Female,Project Manager,Manufacturing,10,Hybrid,Asia
EMP1714,33,Female,Software Engineer,Healthcare,13,Onsite,Africa
EMP1715,34,Female,Data Scientist,Healthcare,3,Hybrid,South America
EMP1716,40,Prefer not to say,Designer,Manufacturing,28,Onsite,Asia
EMP1717,54,Female,Data Scientist,Healthcare,25,Onsite,South America
EMP1718,53,Non-binary,Designer,Healthcare,4,Remote,North America
EMP1719,56,Male,Designer,Healthcare,30,Hybrid,Africa
EMP1720,47,Male,HR,IT,31,Remote,North America
EMP1721,39,Non-binary,Data Scientist,Finance,12,Onsite,South America
EMP1722,31,Female,HR,Finance,33,Hybrid,Africa
EMP1723,22,Female,Sales,Finance,11,Remote,North America
EMP1724,42,Male,Designer,Consulting,34,Hybrid,North America
EMP1725,55,Prefer not to say,Software Engineer,Retail,16,Onsite,Asia
EMP1726,32,Prefer not to say,Project Manager,IT,32,Hybrid,Europe
EMP1727,34,Prefer not to say,Data Scientist,Consulting,31,Remote,Europe
EMP1728,29,Male,Project Manager,Healthcare,5,Hybrid,North America
EMP1729,59,Non-binary,Software Engineer,IT,26,Remote,Europe
EMP1730,48,Prefer not to say,Project Manager,Education,9,Hybrid,Africa
EMP1731,45,Male,Software Engineer,Healthcare,24,Remote,Europe
EMP1732,38,Female,Software Engineer,Manufacturing,18,Hybrid,Asia
EMP1733,55,Non-binary,Sales,Finance,12,Hybrid,Africa
EMP1734,24,Male,Software Engineer,Retail,26,Onsite,North America
EMP1735,29,Male,Designer,Education,4,Onsite,South America
EMP1736,42,Prefer not to say,Designer,Finance,1,Hybrid,Europe
