Employee_ID,Work_Life_Balance_Rating,Access_to_Mental_Health_Resources,Productivity_Change,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Region
EMP1646,1,Yes,Increase,Neutral,1,Europe
EMP1647,1,No,No Change,Neutral,4,Africa
EMP1648,5,No,No Change,Neutral,3,Oceania
EMP1649,3,Yes,Increase,Unsatisfied,2,South America
EMP1650,2,Yes,No Change,Neutral,3,Asia
EMP1651,1,Yes,Increase,Unsatisfied,4,South America
EMP1652,1,Yes,Increase,Neutral,3,Oceania
EMP1653,4,No,No Change,Neutral,1,Africa
EMP1654,5,Yes,Increase,Neutral,3,Asia
EMP1655,3,No,Decrease,Neutral,2,Africa
EMP1656,3,No,Decrease,Satisfied,4,South America
EMP1657,4,Yes,Decrease,Neutral,5,South America
EMP1658,1,Yes,Increase,Neutral,2,Africa
EMP1659,3,No,Decrease,Unsatisfied,5,North America
EMP1660,3,No,Increase,Unsatisfied,3,Europe
EMP1661,3,No,Decrease,Neutral,3,South America
EMP1662,3,No,Decrease,Satisfied,3,Oceania
EMP1663,2,No,No Change,Satisfied,5,Oceania
EMP1664,4,Yes,Decrease,Unsatisfied,1,Africa
EMP1665,4,Yes,Increase,Satisfied,3,Europe
EMP1666,4,Yes,No Change,Neutral,2,South America
EMP1667,3,Yes,Decrease,Neutral,2,South America
EMP1668,1,Yes,No Change,Neutral,1,North America
EMP1669,5,Yes,No Change,Neutral,4,South America
EMP1670,3,Yes,No Change,Neutral,2,South America
EMP1671,3,No,No Change,Satisfied,5,South America
EMP1672,5,No,No Change,Satisfied,2,Europe
EMP1673,4,Yes,No Change,Unsatisfied,2,Africa
EMP1674,4,No,No Change,Unsatisfied,1,South America
EMP1675,4,Yes,No Change,Satisfied,3,Asia
EMP1676,2,Yes,No Change,Satisfied,4,Oceania
EMP1677,4,No,Decrease,Unsatisfied,4,Africa
EMP1678,1,Yes,No Change,Unsatisfied,4,Asia
EMP1679,5,No,Increase,Unsatisfied,2,Oceania
EMP1680,1,Yes,Decrease,Satisfied,5,Asia
EMP1681,4,No,No Change,Satisfied,4,Europe
EMP1682,5,Yes,Decrease,Unsatisfied,1,South America
EMP1683,2,Yes,No Change,Neutral,3,Europe
EMP1684,5,No,Decrease,Satisfied,4,Oceania
EMP1685,3,Yes,Decrease,Neutral,1,Asia
EMP1686,5,Yes,Decrease,Satisfied,4,Africa
EMP1687,1,No,Decrease,Unsatisfied,2,Asia
EMP1688,2,No,Decrease,Satisfied,1,Asia
EMP1689,3,No,No Change,Neutral,2,Africa
EMP1690,5,No,Decrease,Unsatisfied,4,Asia
EMP1691,4,No,Decrease,Neutral,1,Oceania
EMP1692,3,No,No Change,Satisfied,5,Africa
EMP1693,5,Yes,Increase,Neutral,2,Asia
EMP1694,5,No,Increase,Unsatisfied,1,North America
EMP1695,1,Yes,Decrease,Neutral,2,Europe
EMP1696,1,No,Decrease,Neutral,2,Europe
EMP1697,4,Yes,Increase,Neutral,5,Asia
EMP1698,3,No,No Change,Satisfied,1,Oceania
EMP1699,4,No,Decrease,Satisfied,3,Europe
EMP1700,5,Yes,Increase,Neutral,5,Oceania
EMP1701,3,No,No Change,Satisfied,5,Asia
EMP1702,2,No,Decrease,Satisfied,3,Asia
EMP1703,4,Yes,No Change,Unsatisfied,4,Africa
EMP1704,2,No,Increase,Unsatisfied,4,Asia
EMP1705,3,No,No Change,Neutral,4,Europe
EMP1706,3,Yes,Decrease,Neutral,5,Asia
EMP1707,4,Yes,Decrease,Satisfied,2,Oceania
EMP1708,1,Yes,Decrease,Satisfied,5,Africa
EMP1709,5,Yes,No Change,Neutral,5,North America
EMP1710,1,No,Decrease,Neutral,4,Europe
EMP1711,2,No,Increase,Satisfied,3,Europe
EMP1712,5,No,No Change,Neutral,4,South America
EMP1713,3,No,Decrease,Unsatisfied,4,Asia
EMP1714,1,Yes,Decrease,Unsatisfied,3,Africa
EMP1715,4,Yes,Decrease,Neutral,4,South America
EMP1716,4,Yes,Increase,Neutral,2,Asia
EMP1717,1,No,Increase,Satisfied,1,South America
EMP1718,1,Yes,Increase,Neutral,1,North America
EMP1719,5,No,No Change,Neutral,3,Africa
EMP1720,2,No,Increase,Unsatisfied,3,North America
EMP1721,4,Yes,Increase,Satisfied,2,South America
EMP1722,4,Yes,No Change,Neutral,5,Africa
EMP1723,3,No,Increase,Satisfied,1,North America
EMP1724,3,No,Increase,Satisfied,4,North America
EMP1725,5,No,Decrease,Neutral,4,Asia
EMP1726,3,No,Decrease,Satisfied,4,Europe
EMP1727,3,No,No Change,Satisfied,1,Europe
EMP1728,4,No,Decrease,Satisfied,3,North America
EMP1729,3,No,Decrease,Satisfied,2,Europe
EMP1730,1,No,Decrease,Unsatisfied,5,Africa
EMP1731,5,Yes,Increase,Unsatisfied,1,Europe
EMP1732,4,No,No Change,Unsatisfied,5,Asia
EMP1733,5,No,Decrease,Satisfied,1,Africa
EMP1734,1,No,Increase,Neutral,2,North America
EMP1735,2,Yes,Decrease,Neutral,5,South America
EMP1736,3,Yes,Increase,Satisfied,4,Europe
EMP1737,3,Yes,Increase,Satisfied,1,Africa
EMP1738,5,Yes,Increase,Unsatisfied,5,North America
EMP1739,3,No,Increase,Unsatisfied,2,Oceania
EMP1740,4,Yes,Increase,Neutral,5,Africa
EMP1741,3,Yes,No Change,Neutral,4,Oceania
EMP1742,3,No,Increase,Unsatisfied,1,Asia
EMP1743,4,Yes,No Change,Unsatisfied,2,North America
EMP1744,3,Yes,Decrease,Unsatisfied,2,Asia
EMP1745,2,Yes,Increase,Unsatisfied,4,South America
EMP1746,1,No,Decrease,Unsatisfied,2,North America
EMP1747,5,No,No Change,Unsatisfied,5,Africa
EMP1748,5,Yes,No Change,Satisfied,1,Asia
EMP1749,4,No,Increase,Neutral,5,North America
EMP1750,2,Yes,Increase,Neutral,3,North America
EMP1751,1,No,Increase,Satisfied,3,Africa
EMP1752,2,No,Decrease,Satisfied,5,North America
EMP1753,5,No,Decrease,Satisfied,3,Africa
EMP1754,4,Yes,No Change,Satisfied,2,Africa
EMP1755,2,No,Increase,Unsatisfied,4,Africa
EMP1756,2,Yes,Increase,Neutral,1,North America
EMP1757,5,Yes,Decrease,Satisfied,4,South America
EMP1758,3,No,Increase,Satisfied,2,North America
EMP1759,4,No,Increase,Neutral,5,South America
EMP1760,2,No,Decrease,Unsatisfied,5,Oceania
EMP1761,4,No,No Change,Satisfied,2,Africa
EMP1762,2,No,No Change,Neutral,5,Asia
EMP1763,5,Yes,Increase,Satisfied,1,Oceania
EMP1764,1,Yes,Increase,Satisfied,3,Oceania
EMP1765,4,Yes,Decrease,Satisfied,3,South America
EMP1766,1,No,Increase,Neutral,1,South America
EMP1767,1,No,No Change,Satisfied,3,Africa
EMP1768,3,No,No Change,Neutral,3,Oceania
EMP1769,3,No,Increase,Unsatisfied,5,South America
EMP1770,4,Yes,Increase,Satisfied,4,Oceania
EMP1771,3,Yes,Decrease,Satisfied,1,Europe
EMP1772,4,Yes,Decrease,Unsatisfied,4,Asia
EMP1773,4,Yes,Increase,Unsatisfied,1,South America
EMP1774,5,Yes,Decrease,Unsatisfied,3,Asia
EMP1775,5,No,No Change,Unsatisfied,2,South America
EMP1776,5,No,No Change,Neutral,1,South America
EMP1777,5,Yes,No Change,Satisfied,4,Oceania
EMP1778,5,Yes,Decrease,Neutral,4,Europe
EMP1779,3,No,Increase,Satisfied,2,Asia
EMP1780,3,Yes,Decrease,Neutral,1,South America
EMP1781,1,Yes,No Change,Unsatisfied,5,Oceania
EMP1782,1,Yes,Increase,Neutral,3,Oceania
EMP1783,4,No,Decrease,Unsatisfied,1,Asia
EMP1784,5,Yes,No Change,Satisfied,1,Europe
EMP1785,3,Yes,Decrease,Satisfied,3,Europe
EMP1786,4,No,No Change,Satisfied,2,South America
EMP1787,4,No,Increase,Satisfied,2,Oceania
EMP1788,1,No,Decrease,Neutral,5,Asia
EMP1789,1,No,No Change,Neutral,5,Europe
EMP1790,1,Yes,No Change,Unsatisfied,5,Europe
EMP1791,2,Yes,Decrease,Neutral,1,Europe
EMP1792,3,No,Decrease,Unsatisfied,1,Europe
EMP1793,4,Yes,Decrease,Neutral,5,Europe
EMP1794,3,No,Increase,Unsatisfied,1,Asia
EMP1795,2,No,No Change,Unsatisfied,5,Asia
EMP1796,1,Yes,No Change,Unsatisfied,3,Africa
EMP1797,1,Yes,No Change,Satisfied,5,Asia
EMP1798,4,No,Increase,Neutral,1,Asia
EMP1799,1,No,Increase,Satisfied,3,Asia
EMP1800,2,No,Increase,Neutral,3,Africa
EMP1801,3,Yes,No Change,Unsatisfied,4,Asia
EMP1802,2,No,Increase,Unsatisfied,5,North America
EMP1803,3,No,Decrease,Satisfied,1,Asia
EMP1804,3,No,Decrease,Satisfied,1,Europe
EMP1805,1,No,No Change,Unsatisfied,1,Africa
EMP1806,3,Yes,No Change,Satisfied,1,Africa
EMP1807,5,No,Increase,Neutral,5,Europe
EMP1808,4,No,No Change,Unsatisfied,4,Europe
EMP1809,2,No,No Change,Satisfied,2,South America
EMP1810,2,No,Increase,Neutral,1,Europe
EMP1811,4,Yes,No Change,Neutral,3,South America
EMP1812,2,Yes,Increase,Satisfied,3,Asia
EMP1813,1,Yes,Increase,Neutral,2,Europe
EMP1814,2,No,Increase,Unsatisfied,1,Africa
EMP1815,2,No,Increase,Satisfied,5,Europe
EMP1816,2,Yes,Increase,Neutral,5,Oceania
EMP1817,3,Yes,Decrease,Satisfied,3,Europe
EMP1818,1,Yes,Decrease,Neutral,3,Europe
EMP1819,4,No,Decrease,Satisfied,4,Asia
EMP1820,3,No,Increase,Unsatisfied,2,Asia
EMP1821,4,No,No Change,Satisfied,4,South America
EMP1822,2,No,Decrease,Neutral,1,South America
EMP1823,4,No,Decrease,Satisfied,3,Asia
EMP1824,5,Yes,No Change,Unsatisfied,5,North America
EMP1825,2,Yes,Decrease,Neutral,3,South America
EMP1826,2,Yes,Increase,Satisfied,4,Oceania
EMP1827,1,No,Decrease,Unsatisfied,4,Asia
EMP1828,1,Yes,No Change,Neutral,1,North America
EMP1829,3,Yes,No Change,Neutral,3,North America
EMP1830,4,No,Increase,Unsatisfied,3,Europe
EMP1831,3,No,No Change,Satisfied,5,Asia
EMP1832,2,Yes,Decrease,Unsatisfied,4,Europe
EMP1833,2,Yes,Increase,Satisfied,3,South America
EMP1834,2,No,Decrease,Unsatisfied,5,Europe
EMP1835,5,Yes,Increase,Neutral,3,Asia
EMP1836,1,Yes,No Change,Unsatisfied,4,Africa
EMP1837,5,No,No Change,Unsatisfied,3,Africa
EMP1838,3,Yes,No Change,Neutral,2,Oceania
EMP1839,3,No,No Change,Unsatisfied,5,Oceania
EMP1840,4,No,No Change,Neutral,3,Africa
EMP1841,4,Yes,No Change,Satisfied,2,Europe
EMP1842,4,No,No Change,Neutral,2,Europe
EMP1843,5,Yes,Decrease,Satisfied,4,North America
EMP1844,2,Yes,Decrease,Neutral,4,Europe
EMP1845,4,No,Decrease,Satisfied,5,Oceania
EMP1846,3,Yes,Increase,Neutral,5,Asia
EMP1847,2,Yes,Decrease,Neutral,5,Oceania
EMP1848,5,No,Decrease,Neutral,5,Africa
EMP1849,1,No,No Change,Satisfied,2,Oceania
EMP1850,3,Yes,Decrease,Satisfied,4,North America
EMP1851,3,Yes,No Change,Satisfied,3,South America
EMP1852,3,No,Increase,Neutral,3,North America
EMP1853,2,Yes,No Change,Satisfied,4,Europe
EMP1854,1,No,Decrease,Neutral,1,Europe
EMP1855,4,No,Increase,Satisfied,2,Oceania
EMP1856,2,No,No Change,Satisfied,4,Asia
EMP1857,5,No,Increase,Satisfied,5,Asia
EMP1858,3,Yes,No Change,Neutral,3,North America
EMP1859,5,Yes,No Change,Satisfied,4,Africa
EMP1860,2,No,No Change,Unsatisfied,4,Africa
EMP1861,2,Yes,Increase,Neutral,1,Oceania
EMP1862,5,Yes,No Change,Satisfied,4,Africa
EMP1863,5,Yes,No Change,Neutral,3,Africa
EMP1864,2,Yes,Increase,Satisfied,3,North America
EMP1865,1,No,Decrease,Unsatisfied,3,Europe
EMP1866,2,Yes,No Change,Satisfied,3,North America
EMP1867,4,No,Decrease,Satisfied,2,Europe
EMP1868,2,No,No Change,Satisfied,4,Oceania
EMP1869,1,Yes,Increase,Satisfied,2,Asia
EMP1870,4,Yes,No Change,Unsatisfied,3,North America
EMP1871,5,No,Increase,Unsatisfied,1,South America
EMP1872,4,No,Increase,Unsatisfied,2,Europe
EMP1873,2,Yes,No Change,Unsatisfied,3,Oceania
EMP1874,2,Yes,Increase,Satisfied,2,Oceania
EMP1875,4,No,Decrease,Satisfied,3,Europe
EMP1876,5,Yes,Decrease,Unsatisfied,4,North America
EMP1877,5,Yes,Increase,Neutral,1,Africa
EMP1878,5,Yes,No Change,Unsatisfied,3,North America
EMP1879,2,No,No Change,Satisfied,5,South America
EMP1880,2,No,Decrease,Satisfied,5,South America
EMP1881,3,Yes,No Change,Unsatisfied,2,Asia
EMP1882,3,No,No Change,Unsatisfied,4,Asia
EMP1883,2,Yes,No Change,Neutral,3,Africa
EMP1884,3,No,No Change,Unsatisfied,4,North America
EMP1885,5,Yes,Decrease,Neutral,2,Oceania
EMP1886,5,Yes,Decrease,Unsatisfied,3,Europe
EMP1887,5,No,No Change,Neutral,5,Africa
EMP1888,1,No,No Change,Unsatisfied,3,Africa
EMP1889,2,Yes,Decrease,Neutral,2,Oceania
EMP1890,5,No,Increase,Neutral,5,Asia
EMP1891,3,Yes,Decrease,Neutral,4,Asia
EMP1892,1,No,Decrease,Satisfied,5,Africa
EMP1893,3,No,No Change,Neutral,1,Africa
EMP1894,4,No,No Change,Neutral,5,Africa
EMP1895,5,No,Decrease,Unsatisfied,5,North America
EMP1896,4,Yes,No Change,Neutral,4,Africa
EMP1897,2,No,Decrease,Satisfied,3,North America
EMP1898,2,Yes,No Change,Unsatisfied,4,North America
EMP1899,1,No,No Change,Neutral,4,Asia
EMP1900,4,No,No Change,Satisfied,2,South America
EMP1901,4,Yes,Decrease,Unsatisfied,1,Africa
EMP1902,3,No,Decrease,Satisfied,3,Oceania
EMP1903,5,No,Increase,Unsatisfied,5,Europe
EMP1904,2,No,No Change,Neutral,3,Oceania
EMP1905,2,No,Increase,Neutral,1,North America
EMP1906,5,Yes,Increase,Satisfied,4,South America
EMP1907,5,No,Increase,Satisfied,1,Oceania
EMP1908,1,No,Decrease,Unsatisfied,5,Europe
EMP1909,3,No,Decrease,Neutral,4,Africa
EMP1910,1,Yes,No Change,Satisfied,4,Europe
EMP1911,3,Yes,No Change,Satisfied,5,Asia
EMP1912,2,Yes,No Change,Neutral,3,Oceania
EMP1913,2,No,Decrease,Unsatisfied,3,Asia
EMP1914,2,No,No Change,Satisfied,4,Oceania
EMP1915,2,Yes,Increase,Satisfied,5,North America
EMP1916,5,No,Decrease,Satisfied,3,South America
EMP1917,3,No,Increase,Unsatisfied,2,South America
EMP1918,5,Yes,Increase,Satisfied,1,Asia
EMP1919,1,No,No Change,Neutral,1,Europe
EMP1920,2,Yes,No Change,Unsatisfied,2,Asia
EMP1921,2,Yes,Decrease,Unsatisfied,2,Oceania
EMP1922,3,Yes,Decrease,Unsatisfied,2,South America
EMP1923,2,No,No Change,Satisfied,2,North America
EMP1924,3,Yes,Decrease,Satisfied,1,Europe
EMP1925,1,Yes,Increase,Unsatisfied,3,Oceania
EMP1926,3,No,Increase,Neutral,1,North America
EMP1927,4,No,Increase,Satisfied,4,Oceania
EMP1928,5,Yes,Decrease,Satisfied,3,South America
EMP1929,5,No,No Change,Neutral,3,Asia
EMP1930,5,No,Decrease,Neutral,5,Europe
EMP1931,2,No,Increase,Neutral,1,Europe
EMP1932,1,Yes,No Change,Neutral,1,Asia
EMP1933,5,No,Increase,Unsatisfied,5,Europe
EMP1934,3,Yes,No Change,Satisfied,1,South America
EMP1935,5,Yes,No Change,Neutral,4,Africa
EMP1936,5,No,No Change,Neutral,1,Oceania
EMP1937,5,No,Decrease,Satisfied,4,Oceania
EMP1938,1,Yes,Increase,Satisfied,3,South America
EMP1939,4,Yes,Decrease,Satisfied,4,Africa
EMP1940,5,No,Decrease,Unsatisfied,2,Europe
EMP1941,4,No,No Change,Satisfied,1,Oceania
EMP1942,2,Yes,Decrease,Satisfied,3,Oceania
EMP1943,4,No,No Change,Neutral,3,South America
EMP1944,1,No,No Change,Neutral,1,Africa
EMP1945,5,Yes,Increase,Unsatisfied,5,Asia
EMP1946,2,No,Increase,Satisfied,2,Oceania
EMP1947,3,Yes,Decrease,Unsatisfied,3,Europe
EMP1948,4,No,Decrease,Unsatisfied,3,Africa
EMP1949,3,Yes,No Change,Unsatisfied,3,North America
EMP1950,5,Yes,Decrease,Unsatisfied,5,Asia
EMP1951,1,No,Decrease,Unsatisfied,3,Europe
EMP1952,4,Yes,No Change,Neutral,5,Europe
EMP1953,1,No,Increase,Unsatisfied,4,North America
EMP1954,5,No,Increase,Unsatisfied,4,Oceania
EMP1955,3,No,No Change,Satisfied,1,South America
EMP1956,5,No,Increase,Unsatisfied,2,South America
EMP1957,4,No,No Change,Unsatisfied,3,Asia
EMP1958,5,Yes,Increase,Unsatisfied,1,North America
EMP1959,5,Yes,No Change,Neutral,1,Europe
EMP1960,5,Yes,No Change,Satisfied,4,Africa
EMP1961,5,Yes,Decrease,Satisfied,2,Africa
EMP1962,2,Yes,Decrease,Neutral,5,Europe
EMP1963,5,No,Decrease,Unsatisfied,4,Africa
EMP1964,3,Yes,Increase,Unsatisfied,3,Oceania
EMP1965,3,No,No Change,Unsatisfied,4,Oceania
EMP1966,3,No,Increase,Unsatisfied,2,South America
EMP1967,3,No,Increase,Neutral,1,Europe
EMP1968,3,Yes,Increase,Neutral,2,North America
EMP1969,1,No,No Change,Neutral,5,North America
EMP1970,2,No,No Change,Unsatisfied,1,Asia
EMP1971,3,No,Increase,Satisfied,5,Oceania
EMP1972,1,Yes,Increase,Satisfied,5,Asia
EMP1973,1,No,Decrease,Unsatisfied,2,South America
EMP1974,1,No,No Change,Unsatisfied,4,Asia
EMP1975,3,Yes,Increase,Neutral,5,Africa
EMP1976,5,No,No Change,Satisfied,3,Europe
EMP1977,1,Yes,Increase,Unsatisfied,4,Oceania
EMP1978,5,No,Decrease,Satisfied,4,Europe
EMP1979,5,Yes,Increase,Unsatisfied,4,Africa
EMP1980,3,No,Decrease,Neutral,3,Asia
EMP1981,2,Yes,Increase,Satisfied,1,North America
EMP1982,1,No,Decrease,Neutral,3,South America
EMP1983,5,No,Decrease,Satisfied,2,South America
EMP1984,2,No,No Change,Satisfied,4,Europe
EMP1985,5,No,Decrease,Neutral,4,North America
EMP1986,1,No,Decrease,Satisfied,5,Asia
EMP1987,5,No,Decrease,Unsatisfied,2,South America
EMP1988,1,Yes,Decrease,Unsatisfied,3,Oceania
EMP1989,5,No,No Change,Unsatisfied,4,Africa
EMP1990,3,No,Increase,Neutral,2,Africa
EMP1991,1,No,Decrease,Satisfied,1,Europe
EMP1992,2,Yes,Decrease,Unsatisfied,3,Asia
EMP1993,5,Yes,Decrease,Satisfied,4,Asia
EMP1994,1,No,Increase,Neutral,1,North America
EMP1995,4,No,No Change,Unsatisfied,2,Europe
EMP1996,1,No,Decrease,Neutral,3,Europe
EMP1997,2,Yes,Increase,Neutral,1,Europe
EMP1998,3,No,Decrease,Unsatisfied,5,Asia
EMP1999,3,Yes,Increase,Unsatisfied,1,Africa
EMP2000,2,No,Decrease,Unsatisfied,1,Africa
EMP2001,5,No,Increase,Unsatisfied,1,North America
EMP2002,4,No,Decrease,Neutral,2,North America
EMP2003,3,No,Increase,Satisfied,1,South America
EMP2004,3,No,No Change,Satisfied,5,Oceania
EMP2005,4,No,Decrease,Satisfied,4,Asia
EMP2006,2,No,Increase,Neutral,5,Europe
EMP2007,1,No,Decrease,Neutral,4,North America
EMP2008,3,Yes,No Change,Satisfied,5,Oceania
EMP2009,2,Yes,Decrease,Unsatisfied,2,Asia
EMP2010,1,Yes,Decrease,Unsatisfied,3,North America
EMP2011,5,Yes,No Change,Neutral,2,South America
EMP2012,3,Yes,Increase,Neutral,1,Europe
EMP2013,4,Yes,Increase,Unsatisfied,5,North America
EMP2014,5,Yes,No Change,Unsatisfied,5,Oceania
EMP2015,2,No,Increase,Unsatisfied,1,Asia
EMP2016,1,Yes,Increase,Unsatisfied,2,Asia
EMP2017,5,No,Increase,Neutral,4,Africa
EMP2018,2,No,No Change,Unsatisfied,5,Europe
EMP2019,3,Yes,Increase,Unsatisfied,2,South America
EMP2020,1,Yes,Increase,Neutral,2,Europe
EMP2021,2,Yes,Increase,Neutral,1,Oceania
EMP2022,4,Yes,Decrease,Neutral,3,Oceania
EMP2023,2,No,No Change,Neutral,2,Europe
EMP2024,3,Yes,No Change,Satisfied,2,South America
EMP2025,4,No,Decrease,Unsatisfied,3,North America
EMP2026,1,No,Increase,Neutral,2,Oceania
EMP2027,5,Yes,Decrease,Unsatisfied,2,Africa
EMP2028,2,No,Decrease,Neutral,4,Asia
EMP2029,2,No,Increase,Unsatisfied,5,South America
EMP2030,1,Yes,No Change,Unsatisfied,3,North America
EMP2031,1,Yes,Increase,Neutral,2,Asia
EMP2032,2,Yes,No Change,Unsatisfied,4,Asia
EMP2033,1,No,No Change,Unsatisfied,3,South America
EMP2034,4,No,Decrease,Neutral,4,Oceania
EMP2035,1,No,Decrease,Neutral,5,Oceania
EMP2036,5,No,Decrease,Satisfied,3,Africa
EMP2037,4,No,Decrease,Unsatisfied,1,North America
EMP2038,1,Yes,Increase,Satisfied,5,Asia
EMP2039,5,Yes,Increase,Unsatisfied,2,North America
EMP2040,5,No,Increase,Unsatisfied,3,Europe
EMP2041,2,Yes,No Change,Neutral,4,South America
EMP2042,4,Yes,No Change,Unsatisfied,3,Asia
EMP2043,3,No,Increase,Satisfied,5,Europe
EMP2044,1,No,Decrease,Satisfied,1,Oceania
EMP2045,2,No,Increase,Neutral,3,Asia
EMP2046,3,No,No Change,Satisfied,2,North America
EMP2047,5,No,Increase,Unsatisfied,1,South America
EMP2048,2,No,Decrease,Neutral,5,Oceania
EMP2049,3,No,Increase,Neutral,4,South America
EMP2050,1,No,Increase,Neutral,3,South America
EMP2051,5,Yes,No Change,Satisfied,1,Africa
EMP2052,3,Yes,Decrease,Neutral,1,North America
EMP2053,1,Yes,Decrease,Neutral,2,Oceania
EMP2054,4,Yes,Increase,Satisfied,3,Oceania
EMP2055,1,Yes,Increase,Neutral,4,Europe
EMP2056,3,Yes,No Change,Satisfied,3,Oceania
EMP2057,1,Yes,Increase,Satisfied,1,Oceania
EMP2058,1,Yes,Increase,Neutral,4,Africa
EMP2059,3,Yes,Decrease,Neutral,5,Oceania
EMP2060,2,No,No Change,Neutral,4,Africa
EMP2061,4,Yes,No Change,Satisfied,1,Asia
EMP2062,3,No,Decrease,Unsatisfied,5,Oceania
EMP2063,3,Yes,No Change,Unsatisfied,5,Africa
EMP2064,5,Yes,Decrease,Satisfied,3,Africa
EMP2065,3,Yes,Decrease,Satisfied,4,South America
EMP2066,4,No,Decrease,Neutral,3,Oceania
EMP2067,1,Yes,Decrease,Neutral,5,North America
EMP2068,5,Yes,No Change,Neutral,2,Europe
EMP2069,4,No,Decrease,Satisfied,3,Oceania
EMP2070,3,No,Increase,Satisfied,2,North America
EMP2071,5,No,Increase,Unsatisfied,1,South America
EMP2072,2,Yes,Increase,Neutral,3,Africa
EMP2073,3,No,No Change,Satisfied,1,South America
EMP2074,3,Yes,Increase,Unsatisfied,3,South America
EMP2075,3,No,No Change,Unsatisfied,2,Oceania
EMP2076,5,No,No Change,Unsatisfied,4,Asia
EMP2077,4,No,No Change,Unsatisfied,4,Asia
EMP2078,2,Yes,Increase,Satisfied,3,North America
EMP2079,2,Yes,No Change,Satisfied,3,Asia
EMP2080,5,No,Increase,Neutral,4,Oceania
EMP2081,3,No,Decrease,Neutral,1,Europe
EMP2082,3,No,Increase,Neutral,2,North America
EMP2083,2,No,Increase,Unsatisfied,2,Africa
EMP2084,1,Yes,Decrease,Neutral,1,Asia
EMP2085,1,Yes,Increase,Neutral,4,Europe
EMP2086,2,No,Decrease,Neutral,4,Oceania
EMP2087,5,Yes,Increase,Unsatisfied,5,Europe
EMP2088,4,No,Increase,Unsatisfied,5,Africa
EMP2089,5,No,Increase,Unsatisfied,1,Oceania
EMP2090,3,No,Decrease,Satisfied,3,North America
EMP2091,5,Yes,Decrease,Unsatisfied,4,South America
EMP2092,3,Yes,Increase,Satisfied,3,Europe
EMP2093,2,Yes,Increase,Satisfied,3,Oceania
EMP2094,2,No,Decrease,Neutral,4,Europe
EMP2095,3,No,Decrease,Neutral,3,Oceania
EMP2096,5,No,No Change,Satisfied,4,North America
EMP2097,3,Yes,Increase,Satisfied,4,Asia
EMP2098,1,No,Decrease,Satisfied,5,Europe
EMP2099,2,No,Decrease,Satisfied,5,South America
EMP2100,5,Yes,No Change,Satisfied,2,Africa
EMP2101,5,No,No Change,Neutral,3,Africa
EMP2102,3,Yes,Decrease,Satisfied,3,South America
EMP2103,5,No,Increase,Neutral,1,North America
EMP2104,3,Yes,Decrease,Unsatisfied,5,South America
EMP2105,5,No,No Change,Neutral,5,Asia
EMP2106,1,No,No Change,Unsatisfied,4,Africa
EMP2107,2,Yes,Decrease,Neutral,5,Europe
EMP2108,3,Yes,No Change,Satisfied,3,North America
EMP2109,4,No,Increase,Neutral,5,South America
EMP2110,5,No,Decrease,Unsatisfied,3,Oceania
EMP2111,3,No,No Change,Satisfied,4,Africa
EMP2112,1,No,Decrease,Neutral,3,Asia
EMP2113,1,Yes,Increase,Satisfied,2,South America
EMP2114,1,Yes,No Change,Neutral,4,Asia
EMP2115,1,Yes,Increase,Unsatisfied,1,Europe
EMP2116,4,Yes,Increase,Neutral,2,Asia
EMP2117,5,Yes,Increase,Satisfied,2,South America
EMP2118,4,Yes,No Change,Satisfied,2,Europe
EMP2119,1,No,No Change,Neutral,3,South America
EMP2120,3,No,No Change,Unsatisfied,2,Europe
EMP2121,2,Yes,Decrease,Unsatisfied,2,South America
EMP2122,3,Yes,No Change,Unsatisfied,3,Asia
EMP2123,5,Yes,Increase,Satisfied,1,Oceania
EMP2124,3,Yes,No Change,Unsatisfied,1,Oceania
EMP2125,5,Yes,No Change,Unsatisfied,5,Asia
EMP2126,3,No,Increase,Unsatisfied,3,Asia
EMP2127,5,No,No Change,Satisfied,5,Africa
EMP2128,1,Yes,Decrease,Unsatisfied,4,Oceania
EMP2129,4,Yes,Increase,Satisfied,3,Africa
EMP2130,4,No,Decrease,Unsatisfied,4,Asia
EMP2131,3,Yes,Increase,Neutral,3,Europe
EMP2132,3,Yes,Increase,Neutral,4,Europe
EMP2133,2,Yes,No Change,Satisfied,5,North America
EMP2134,2,No,Increase,Satisfied,3,South America
EMP2135,4,No,No Change,Satisfied,1,South America
EMP2136,3,Yes,No Change,Unsatisfied,2,South America
EMP2137,4,Yes,Decrease,Neutral,4,Europe
EMP2138,2,No,Decrease,Unsatisfied,1,Asia
EMP2139,5,Yes,No Change,Neutral,4,Europe
EMP2140,5,Yes,Decrease,Neutral,2,North America
EMP2141,4,No,Increase,Satisfied,4,Oceania
