Employee_ID,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings
EMP1557,Data Scientist,Retail,2,Hybrid,27,6
EMP1558,Software Engineer,Education,26,Remote,59,15
EMP1559,Software Engineer,IT,33,Onsite,36,4
EMP1560,Data Scientist,Finance,13,Hybrid,26,8
EMP1561,Designer,Retail,17,Onsite,32,9
EMP1562,Marketing,Consulting,6,Hybrid,23,11
EMP1563,Marketing,Manufacturing,2,Hybrid,30,9
EMP1564,Data Scientist,Manufacturing,1,Onsite,24,0
EMP1565,HR,Education,33,Remote,37,6
EMP1566,Data Scientist,Education,8,Onsite,41,15
EMP1567,Marketing,Finance,33,Remote,42,9
EMP1568,Project Manager,Manufacturing,16,Remote,34,9
EMP1569,Sales,Manufacturing,32,Hybrid,54,8
EMP1570,Sales,Education,8,Hybrid,29,8
EMP1571,HR,Finance,8,Hybrid,58,14
EMP1572,Designer,Consulting,33,Onsite,57,6
EMP1573,Sales,Finance,23,Remote,39,3
EMP1574,Data Scientist,Retail,24,Hybrid,50,5
EMP1575,Designer,Finance,27,Onsite,42,4
EMP1576,Marketing,Manufacturing,8,Hybrid,35,2
EMP1577,Designer,Finance,7,Remote,54,10
EMP1578,Data Scientist,Consulting,22,Hybrid,36,8
EMP1579,Project Manager,IT,16,Remote,26,12
EMP1580,Data Scientist,Education,14,Onsite,55,14
EMP1581,HR,Finance,14,Onsite,23,8
EMP1582,Sales,Consulting,23,Remote,43,10
EMP1583,Software Engineer,Retail,17,Hybrid,44,13
EMP1584,Software Engineer,Healthcare,18,Remote,36,9
EMP1585,Marketing,IT,19,Remote,59,15
EMP1586,Designer,Manufacturing,27,Remote,24,2
EMP1587,HR,Education,8,Remote,40,6
EMP1588,HR,Manufacturing,23,Hybrid,30,0
EMP1589,Sales,Retail,34,Remote,51,9
EMP1590,HR,Consulting,15,Hybrid,37,10
EMP1591,Project Manager,Education,30,Remote,54,11
EMP1592,Designer,Education,14,Onsite,27,4
EMP1593,Software Engineer,Consulting,26,Onsite,35,13
EMP1594,HR,IT,6,Hybrid,58,15
EMP1595,Data Scientist,Education,24,Onsite,22,0
EMP1596,Project Manager,IT,16,Hybrid,59,9
EMP1597,Marketing,Manufacturing,23,Hybrid,22,8
EMP1598,Marketing,Finance,14,Onsite,43,12
EMP1599,Sales,Healthcare,4,Onsite,57,0
EMP1600,Project Manager,IT,29,Hybrid,56,1
EMP1601,Sales,Finance,29,Remote,45,4
EMP1602,Marketing,IT,34,Remote,40,6
EMP1603,HR,Education,27,Remote,56,11
EMP1604,Software Engineer,Healthcare,20,Onsite,45,7
EMP1605,Sales,Education,10,Hybrid,35,12
EMP1606,Marketing,Finance,18,Onsite,47,9
EMP1607,HR,Finance,32,Onsite,59,7
EMP1608,Project Manager,Education,13,Hybrid,27,0
EMP1609,Designer,Manufacturing,19,Remote,22,2
EMP1610,Data Scientist,Manufacturing,20,Remote,23,13
EMP1611,Project Manager,Manufacturing,24,Remote,60,5
EMP1612,HR,IT,5,Remote,40,14
EMP1613,Software Engineer,Education,26,Hybrid,60,1
EMP1614,HR,Retail,28,Hybrid,41,5
EMP1615,Designer,Healthcare,25,Onsite,41,7
EMP1616,Project Manager,IT,29,Onsite,26,13
EMP1617,HR,Finance,30,Hybrid,50,2
EMP1618,Designer,Finance,19,Hybrid,26,2
EMP1619,HR,Finance,10,Hybrid,29,12
EMP1620,Designer,Healthcare,7,Onsite,28,4
EMP1621,Sales,Manufacturing,11,Remote,22,8
EMP1622,Data Scientist,Finance,23,Remote,52,12
EMP1623,HR,Finance,6,Remote,51,0
EMP1624,Project Manager,Healthcare,29,Hybrid,24,2
EMP1625,Project Manager,Retail,21,Onsite,41,6
EMP1626,Software Engineer,Education,26,Onsite,37,11
EMP1627,Designer,Consulting,7,Onsite,53,1
EMP1628,Designer,Healthcare,18,Onsite,29,6
EMP1629,HR,Retail,13,Hybrid,49,9
EMP1630,Data Scientist,Consulting,26,Remote,54,15
EMP1631,Project Manager,Manufacturing,2,Remote,21,1
EMP1632,Sales,Finance,18,Onsite,20,2
EMP1633,Data Scientist,Manufacturing,7,Onsite,25,2
EMP1634,Marketing,Retail,1,Hybrid,24,2
EMP1635,Software Engineer,Consulting,3,Remote,51,2
EMP1636,Marketing,Manufacturing,8,Hybrid,59,11
EMP1637,HR,Manufacturing,5,Onsite,21,5
EMP1638,Designer,IT,9,Hybrid,34,3
EMP1639,Project Manager,Retail,30,Onsite,46,9
EMP1640,Software Engineer,Consulting,20,Remote,32,4
EMP1641,HR,Finance,31,Hybrid,25,12
EMP1642,Data Scientist,Retail,7,Remote,51,10
EMP1643,HR,Consulting,28,Onsite,31,6
EMP1644,Sales,Manufacturing,3,Hybrid,41,11
EMP1645,Designer,Manufacturing,33,Onsite,54,8
EMP1646,Project Manager,Retail,29,Remote,53,5
EMP1647,Software Engineer,IT,15,Hybrid,60,15
EMP1648,Software Engineer,Finance,8,Remote,47,13
EMP1649,Designer,Consulting,8,Hybrid,55,9
EMP1650,Data Scientist,Retail,16,Remote,37,3
EMP1651,Marketing,IT,4,Hybrid,42,14
EMP1652,HR,IT,16,Onsite,40,3
EMP1653,Marketing,Education,22,Onsite,21,6
EMP1654,Software Engineer,Consulting,26,Onsite,38,8
EMP1655,HR,Manufacturing,35,Remote,20,0
EMP1656,Data Scientist,Retail,6,Onsite,44,6
EMP1657,Software Engineer,Consulting,23,Hybrid,24,9
EMP1658,Designer,Consulting,10,Remote,48,14
EMP1659,HR,IT,1,Hybrid,60,6
EMP1660,Software Engineer,IT,29,Hybrid,26,3
EMP1661,Project Manager,IT,22,Hybrid,24,13
EMP1662,Designer,Healthcare,10,Hybrid,41,14
EMP1663,HR,IT,1,Onsite,27,6
EMP1664,Designer,Education,1,Onsite,38,4
EMP1665,Project Manager,IT,31,Hybrid,41,14
EMP1666,Designer,Finance,24,Remote,20,9
EMP1667,Software Engineer,Retail,24,Onsite,22,4
EMP1668,Designer,IT,3,Hybrid,22,1
EMP1669,Data Scientist,Education,23,Remote,24,11
EMP1670,Data Scientist,IT,4,Hybrid,50,2
EMP1671,HR,Healthcare,27,Hybrid,25,2
EMP1672,Sales,Education,35,Onsite,35,7
EMP1673,Project Manager,Manufacturing,19,Remote,40,8
EMP1674,Marketing,Retail,17,Onsite,50,10
EMP1675,Data Scientist,Manufacturing,30,Onsite,51,15
EMP1676,Data Scientist,Consulting,24,Hybrid,52,2
EMP1677,Sales,Healthcare,25,Onsite,42,14
EMP1678,Software Engineer,Manufacturing,14,Onsite,23,15
EMP1679,Project Manager,Education,11,Onsite,26,12
EMP1680,Designer,Consulting,27,Hybrid,44,15
EMP1681,Sales,Healthcare,28,Onsite,44,7
EMP1682,Project Manager,Manufacturing,7,Onsite,56,11
EMP1683,Sales,Finance,11,Hybrid,21,3
EMP1684,Software Engineer,Healthcare,7,Hybrid,29,4
EMP1685,Software Engineer,Retail,33,Onsite,23,9
EMP1686,Software Engineer,Healthcare,24,Remote,34,4
EMP1687,Sales,Healthcare,24,Onsite,55,7
EMP1688,Sales,Education,26,Onsite,51,12
EMP1689,Software Engineer,Manufacturing,8,Hybrid,53,10
EMP1690,Sales,Manufacturing,14,Remote,53,7
EMP1691,Software Engineer,IT,10,Hybrid,44,0
EMP1692,Marketing,Retail,27,Hybrid,33,5
EMP1693,Software Engineer,IT,32,Remote,34,4
EMP1694,Sales,Manufacturing,8,Onsite,38,15
EMP1695,Project Manager,Retail,12,Onsite,29,5
EMP1696,Project Manager,IT,13,Remote,38,13
EMP1697,Designer,Healthcare,23,Onsite,41,0
EMP1698,Sales,Retail,10,Remote,33,4
EMP1699,Sales,Finance,13,Onsite,44,11
EMP1700,Project Manager,Healthcare,13,Remote,38,1
EMP1701,Data Scientist,Retail,23,Onsite,43,1
EMP1702,HR,Manufacturing,12,Remote,41,15
EMP1703,Software Engineer,Healthcare,28,Remote,50,2
EMP1704,Project Manager,Manufacturing,3,Remote,47,15
EMP1705,Software Engineer,Manufacturing,6,Hybrid,36,15
EMP1706,Data Scientist,Retail,33,Remote,41,8
EMP1707,Marketing,IT,1,Hybrid,52,7
EMP1708,Software Engineer,Consulting,32,Hybrid,32,4
EMP1709,Software Engineer,IT,3,Remote,40,6
EMP1710,Sales,Healthcare,18,Remote,23,14
EMP1711,HR,Healthcare,31,Onsite,50,6
EMP1712,Software Engineer,Consulting,28,Remote,30,13
EMP1713,Project Manager,Manufacturing,10,Hybrid,25,0
EMP1714,Software Engineer,Healthcare,13,Onsite,59,4
EMP1715,Data Scientist,Healthcare,3,Hybrid,45,5
EMP1716,Designer,Manufacturing,28,Onsite,36,0
EMP1717,Data Scientist,Healthcare,25,Onsite,36,3
EMP1718,Designer,Healthcare,4,Remote,49,3
EMP1719,Designer,Healthcare,30,Hybrid,60,10
EMP1720,HR,IT,31,Remote,32,14
EMP1721,Data Scientist,Finance,12,Onsite,39,6
EMP1722,HR,Finance,33,Hybrid,35,3
EMP1723,Sales,Finance,11,Remote,42,8
EMP1724,Designer,Consulting,34,Hybrid,21,13
EMP1725,Software Engineer,Retail,16,Onsite,36,10
EMP1726,Project Manager,IT,32,Hybrid,38,12
EMP1727,Data Scientist,Consulting,31,Remote,42,7
EMP1728,Project Manager,Healthcare,5,Hybrid,53,1
EMP1729,Software Engineer,IT,26,Remote,56,13
EMP1730,Project Manager,Education,9,Hybrid,28,3
EMP1731,Software Engineer,Healthcare,24,Remote,34,13
EMP1732,Software Engineer,Manufacturing,18,Hybrid,24,12
EMP1733,Sales,Finance,12,Hybrid,54,3
EMP1734,Software Engineer,Retail,26,Onsite,35,10
EMP1735,Designer,Education,4,Onsite,44,7
EMP1736,Designer,Finance,1,Hybrid,31,10
EMP1737,HR,Finance,7,Remote,54,14
EMP1738,HR,Finance,23,Onsite,25,8
EMP1739,Marketing,Healthcare,18,Remote,54,0
EMP1740,Project Manager,Education,17,Remote,33,9
EMP1741,HR,IT,23,Onsite,42,6
EMP1742,Project Manager,Healthcare,23,Hybrid,28,13
EMP1743,Designer,Retail,26,Onsite,46,10
EMP1744,Marketing,Finance,22,Onsite,29,0
EMP1745,Sales,Manufacturing,33,Hybrid,59,7
EMP1746,Software Engineer,Consulting,24,Hybrid,28,2
EMP1747,Designer,Retail,23,Hybrid,32,9
EMP1748,Sales,Manufacturing,4,Hybrid,56,7
EMP1749,HR,Finance,15,Remote,45,1
EMP1750,Sales,IT,18,Hybrid,23,3
EMP1751,Marketing,Retail,28,Hybrid,21,7
EMP1752,Project Manager,Education,16,Onsite,30,6
EMP1753,Software Engineer,Healthcare,6,Remote,30,12
EMP1754,Project Manager,Healthcare,30,Onsite,49,10
EMP1755,Marketing,Consulting,3,Onsite,32,13
EMP1756,Project Manager,Retail,23,Onsite,25,15
EMP1757,Marketing,Healthcare,9,Onsite,41,10
EMP1758,Software Engineer,Consulting,9,Hybrid,28,0
EMP1759,HR,Finance,27,Hybrid,30,8
EMP1760,Marketing,Consulting,4,Remote,44,15
EMP1761,Project Manager,Manufacturing,3,Hybrid,53,3
EMP1762,Project Manager,IT,21,Remote,60,6
EMP1763,Sales,Education,3,Hybrid,22,7
EMP1764,HR,Finance,4,Remote,43,7
EMP1765,Software Engineer,Healthcare,28,Onsite,60,9
EMP1766,HR,Finance,27,Remote,36,15
EMP1767,Data Scientist,Finance,31,Hybrid,27,8
EMP1768,Marketing,IT,35,Onsite,59,5
EMP1769,Marketing,IT,22,Hybrid,41,12
EMP1770,Marketing,Retail,22,Hybrid,26,0
EMP1771,HR,Manufacturing,26,Hybrid,55,7
EMP1772,Data Scientist,Education,29,Hybrid,40,0
EMP1773,Sales,IT,6,Remote,39,11
EMP1774,Data Scientist,Retail,4,Hybrid,28,14
EMP1775,Marketing,Manufacturing,14,Remote,36,9
EMP1776,Designer,Manufacturing,21,Hybrid,24,4
EMP1777,Project Manager,Education,30,Onsite,35,10
EMP1778,Data Scientist,Education,6,Onsite,30,1
EMP1779,Software Engineer,Finance,20,Onsite,23,10
EMP1780,Sales,Retail,32,Remote,48,6
EMP1781,HR,Consulting,30,Remote,28,11
EMP1782,Software Engineer,Education,7,Onsite,38,13
EMP1783,HR,Finance,3,Hybrid,42,2
EMP1784,HR,Education,35,Onsite,28,5
EMP1785,Data Scientist,Finance,9,Remote,25,2
EMP1786,HR,Finance,25,Onsite,32,15
EMP1787,Sales,Healthcare,18,Onsite,47,4
EMP1788,Software Engineer,Healthcare,11,Remote,42,8
EMP1789,Data Scientist,Consulting,15,Hybrid,27,14
EMP1790,Sales,Retail,15,Onsite,25,7
EMP1791,Sales,Education,17,Hybrid,41,9
EMP1792,Data Scientist,Manufacturing,4,Hybrid,33,12
EMP1793,Data Scientist,IT,8,Remote,35,11
EMP1794,HR,Finance,8,Remote,34,3
EMP1795,Sales,Healthcare,16,Remote,49,12
EMP1796,Project Manager,Manufacturing,12,Onsite,36,2
EMP1797,Project Manager,Retail,3,Remote,53,14
EMP1798,HR,Education,8,Hybrid,36,13
EMP1799,Marketing,Consulting,33,Hybrid,20,4
EMP1800,Marketing,Education,5,Hybrid,31,10
EMP1801,HR,Consulting,20,Remote,34,12
EMP1802,Marketing,Manufacturing,4,Remote,20,4
EMP1803,Project Manager,Finance,28,Onsite,28,12
EMP1804,Sales,Education,16,Onsite,54,15
EMP1805,Project Manager,Manufacturing,14,Hybrid,25,1
EMP1806,Sales,Consulting,1,Onsite,23,5
EMP1807,Software Engineer,IT,21,Remote,48,11
EMP1808,Designer,Healthcare,1,Remote,26,7
EMP1809,Software Engineer,Consulting,33,Hybrid,54,8
EMP1810,Designer,Healthcare,26,Hybrid,55,15
EMP1811,Sales,Healthcare,23,Hybrid,54,6
EMP1812,Data Scientist,Consulting,31,Hybrid,55,13
EMP1813,Sales,Consulting,11,Onsite,38,14
EMP1814,Marketing,Finance,21,Onsite,50,11
EMP1815,Project Manager,IT,33,Hybrid,41,7
EMP1816,Project Manager,Education,30,Hybrid,41,0
EMP1817,Data Scientist,Healthcare,30,Hybrid,27,15
EMP1818,Designer,Education,20,Onsite,59,8
EMP1819,Designer,Consulting,5,Hybrid,54,3
EMP1820,Software Engineer,Finance,18,Hybrid,36,5
EMP1821,Data Scientist,Healthcare,11,Onsite,24,13
EMP1822,Software Engineer,Retail,5,Onsite,29,5
EMP1823,Data Scientist,Healthcare,23,Remote,46,1
EMP1824,HR,Education,4,Hybrid,45,2
EMP1825,Project Manager,Education,29,Remote,30,12
EMP1826,Sales,IT,28,Hybrid,39,9
EMP1827,Designer,IT,19,Remote,43,1
EMP1828,Marketing,Manufacturing,34,Remote,35,10
EMP1829,Designer,IT,13,Onsite,27,4
EMP1830,Sales,Consulting,34,Hybrid,33,2
EMP1831,Sales,Finance,23,Remote,34,14
EMP1832,Marketing,Manufacturing,17,Remote,47,15
EMP1833,Designer,Consulting,19,Remote,30,9
EMP1834,Marketing,Healthcare,30,Remote,23,15
EMP1835,Software Engineer,Retail,5,Onsite,52,15
EMP1836,Marketing,Healthcare,27,Hybrid,27,14
EMP1837,Sales,Healthcare,17,Remote,28,9
EMP1838,Designer,Consulting,30,Hybrid,30,3
EMP1839,HR,Consulting,9,Hybrid,21,3
EMP1840,Sales,Healthcare,31,Remote,59,3
EMP1841,Designer,Manufacturing,7,Remote,24,2
EMP1842,Project Manager,Consulting,9,Hybrid,33,11
EMP1843,Software Engineer,Education,28,Hybrid,41,9
EMP1844,HR,Finance,18,Onsite,45,11
EMP1845,Sales,Consulting,1,Hybrid,22,3
EMP1846,Project Manager,Manufacturing,35,Onsite,34,3
EMP1847,Marketing,Consulting,20,Remote,52,2
EMP1848,Project Manager,Consulting,8,Remote,21,1
EMP1849,HR,Consulting,18,Hybrid,51,12
EMP1850,Marketing,Healthcare,21,Hybrid,47,14
EMP1851,HR,Consulting,7,Onsite,36,0
EMP1852,HR,Finance,5,Hybrid,31,11
EMP1853,Marketing,Healthcare,35,Remote,27,4
EMP1854,Software Engineer,Manufacturing,13,Remote,42,5
EMP1855,HR,Consulting,1,Onsite,57,5
EMP1856,Designer,Consulting,14,Onsite,22,2
EMP1857,Data Scientist,Retail,9,Remote,30,3
EMP1858,Sales,IT,18,Hybrid,47,6
EMP1859,HR,Education,7,Onsite,36,10
EMP1860,Marketing,Manufacturing,19,Remote,37,13
EMP1861,Marketing,Healthcare,21,Onsite,45,5
EMP1862,Designer,Manufacturing,30,Remote,35,13
EMP1863,Marketing,Education,7,Remote,43,3
EMP1864,Project Manager,Retail,13,Remote,57,14
EMP1865,Software Engineer,Consulting,15,Onsite,28,12
EMP1866,Sales,Finance,13,Remote,23,11
EMP1867,Data Scientist,Consulting,4,Hybrid,22,14
EMP1868,Designer,Education,25,Remote,42,2
EMP1869,Sales,Finance,32,Hybrid,58,0
EMP1870,Marketing,Finance,4,Hybrid,42,5
EMP1871,Software Engineer,Finance,14,Hybrid,29,15
EMP1872,Sales,Manufacturing,20,Remote,41,1
EMP1873,Marketing,Healthcare,10,Remote,29,12
EMP1874,HR,IT,3,Onsite,46,8
EMP1875,Designer,Healthcare,13,Onsite,37,13
EMP1876,Project Manager,Healthcare,29,Onsite,31,11
EMP1877,HR,Healthcare,26,Remote,54,7
EMP1878,Sales,Consulting,17,Onsite,34,5
EMP1879,Designer,Healthcare,20,Hybrid,55,0
EMP1880,Designer,Manufacturing,32,Hybrid,22,3
EMP1881,Data Scientist,IT,2,Hybrid,45,8
EMP1882,Marketing,Manufacturing,7,Remote,41,8
EMP1883,Software Engineer,Retail,3,Remote,48,14
EMP1884,Marketing,IT,6,Remote,51,11
EMP1885,Sales,IT,23,Hybrid,47,15
EMP1886,Sales,Healthcare,18,Remote,59,14
EMP1887,Data Scientist,Manufacturing,23,Remote,23,6
EMP1888,HR,IT,13,Hybrid,56,7
EMP1889,Software Engineer,Manufacturing,14,Hybrid,60,8
EMP1890,Marketing,Manufacturing,23,Onsite,42,15
EMP1891,Software Engineer,Finance,33,Onsite,45,13
EMP1892,Marketing,IT,6,Hybrid,47,7
EMP1893,Software Engineer,Education,19,Hybrid,60,3
EMP1894,Project Manager,Healthcare,31,Onsite,55,13
EMP1895,Marketing,Manufacturing,29,Hybrid,21,3
EMP1896,Marketing,IT,25,Onsite,29,6
EMP1897,Sales,Consulting,18,Remote,45,11
EMP1898,Software Engineer,Consulting,29,Onsite,23,4
EMP1899,Sales,IT,5,Hybrid,26,13
EMP1900,Software Engineer,Manufacturing,25,Remote,25,11
EMP1901,HR,Consulting,10,Hybrid,30,5
EMP1902,Project Manager,Healthcare,28,Hybrid,22,6
EMP1903,Sales,Finance,2,Hybrid,46,4
EMP1904,Data Scientist,Healthcare,18,Hybrid,43,11
EMP1905,HR,Education,14,Hybrid,42,4
EMP1906,Marketing,Retail,20,Remote,49,12
EMP1907,Sales,Manufacturing,16,Hybrid,49,5
EMP1908,Designer,Healthcare,34,Onsite,37,8
EMP1909,Data Scientist,IT,34,Remote,21,0
EMP1910,HR,Finance,8,Hybrid,33,10
EMP1911,HR,Consulting,1,Hybrid,30,2
EMP1912,Marketing,Healthcare,15,Remote,20,9
EMP1913,Marketing,Manufacturing,31,Remote,50,1
EMP1914,Software Engineer,Consulting,13,Remote,38,8
EMP1915,Software Engineer,Education,8,Remote,53,3
EMP1916,HR,Education,7,Remote,54,1
EMP1917,Marketing,Healthcare,25,Remote,29,3
EMP1918,Software Engineer,Finance,29,Onsite,24,7
EMP1919,Marketing,Healthcare,28,Remote,59,14
EMP1920,Data Scientist,Retail,1,Remote,57,15
EMP1921,Designer,Consulting,32,Hybrid,55,6
EMP1922,Data Scientist,Manufacturing,19,Onsite,33,10
EMP1923,Designer,IT,27,Onsite,37,15
EMP1924,Data Scientist,Manufacturing,9,Hybrid,58,14
EMP1925,HR,Healthcare,15,Remote,39,4
EMP1926,Marketing,Retail,33,Onsite,35,12
EMP1927,Marketing,IT,13,Remote,23,15
EMP1928,Data Scientist,IT,34,Hybrid,47,0
EMP1929,Data Scientist,Retail,14,Hybrid,38,1
EMP1930,Software Engineer,IT,12,Onsite,30,6
EMP1931,Software Engineer,Healthcare,32,Hybrid,39,1
EMP1932,Data Scientist,Education,26,Remote,22,5
EMP1933,Sales,Finance,10,Onsite,23,4
EMP1934,HR,Finance,3,Hybrid,47,12
EMP1935,Marketing,Retail,20,Remote,33,9
EMP1936,Sales,Manufacturing,25,Hybrid,48,15
EMP1937,HR,Retail,3,Hybrid,57,10
EMP1938,Designer,Retail,31,Remote,57,12
EMP1939,Software Engineer,Manufacturing,34,Hybrid,22,4
EMP1940,Data Scientist,Finance,10,Hybrid,23,7
EMP1941,Software Engineer,Education,34,Onsite,31,8
EMP1942,Data Scientist,Consulting,1,Onsite,48,11
EMP1943,Software Engineer,Manufacturing,27,Remote,32,9
EMP1944,Marketing,Healthcare,24,Onsite,56,10
EMP1945,HR,IT,26,Remote,28,13
EMP1946,Sales,Education,34,Hybrid,57,15
EMP1947,Data Scientist,Education,23,Remote,26,4
EMP1948,Project Manager,Finance,12,Remote,50,7
EMP1949,Sales,Retail,12,Onsite,53,6
EMP1950,Project Manager,Finance,2,Hybrid,45,8
EMP1951,Designer,Manufacturing,1,Remote,34,11
EMP1952,Data Scientist,Education,18,Hybrid,35,12
EMP1953,Software Engineer,Manufacturing,11,Hybrid,30,0
EMP1954,Data Scientist,Education,19,Hybrid,57,3
EMP1955,Designer,Retail,18,Hybrid,23,14
EMP1956,Designer,Consulting,2,Hybrid,28,6
EMP1957,Data Scientist,Consulting,3,Onsite,21,11
EMP1958,Designer,Consulting,3,Hybrid,46,15
EMP1959,Data Scientist,Retail,6,Hybrid,20,15
EMP1960,Sales,IT,19,Remote,48,11
EMP1961,Marketing,Manufacturing,10,Onsite,22,11
EMP1962,Project Manager,Manufacturing,27,Onsite,43,7
EMP1963,Software Engineer,Finance,6,Hybrid,45,5
EMP1964,Designer,IT,24,Onsite,25,12
EMP1965,Data Scientist,Education,26,Hybrid,50,5
EMP1966,Project Manager,Education,14,Hybrid,43,4
EMP1967,Sales,Retail,20,Hybrid,56,12
EMP1968,Data Scientist,Education,32,Remote,41,6
EMP1969,Designer,IT,35,Remote,29,4
EMP1970,Designer,Consulting,27,Onsite,22,7
EMP1971,Data Scientist,IT,32,Remote,25,5
EMP1972,Marketing,Finance,8,Remote,28,5
EMP1973,Project Manager,Education,19,Onsite,55,1
EMP1974,Project Manager,Consulting,12,Hybrid,34,6
EMP1975,HR,Retail,30,Remote,30,13
EMP1976,Sales,Manufacturing,30,Onsite,57,9
EMP1977,Project Manager,Consulting,23,Remote,34,14
EMP1978,Marketing,Education,33,Hybrid,23,15
EMP1979,Data Scientist,Retail,31,Remote,47,6
EMP1980,Marketing,Healthcare,13,Onsite,57,13
EMP1981,Marketing,IT,29,Onsite,60,2
EMP1982,Marketing,Education,26,Remote,33,0
EMP1983,Designer,Manufacturing,32,Hybrid,59,14
EMP1984,Software Engineer,Retail,2,Onsite,40,6
EMP1985,Software Engineer,Retail,30,Hybrid,24,5
EMP1986,Project Manager,IT,13,Hybrid,38,0
EMP1987,Sales,IT,16,Onsite,35,14
EMP1988,Data Scientist,Finance,13,Hybrid,25,5
EMP1989,Software Engineer,Finance,7,Onsite,32,12
EMP1990,Sales,Education,7,Onsite,28,14
EMP1991,Designer,Finance,7,Onsite,36,12
EMP1992,Sales,Finance,34,Onsite,42,11
EMP1993,Sales,IT,30,Remote,20,8
EMP1994,Designer,IT,14,Hybrid,40,10
EMP1995,Software Engineer,Consulting,13,Hybrid,45,15
EMP1996,Sales,Education,12,Remote,32,6
EMP1997,Software Engineer,Consulting,1,Hybrid,55,10
EMP1998,Data Scientist,Healthcare,30,Hybrid,28,1
EMP1999,Marketing,Retail,27,Onsite,49,12
EMP2000,Designer,Finance,6,Remote,43,0
EMP2001,Software Engineer,IT,19,Hybrid,59,8
EMP2002,HR,Education,34,Remote,30,3
EMP2003,Sales,IT,4,Remote,31,10
EMP2004,HR,Retail,20,Hybrid,58,12
EMP2005,HR,Manufacturing,27,Remote,33,13
EMP2006,Software Engineer,Finance,19,Hybrid,43,13
EMP2007,Software Engineer,Healthcare,8,Remote,33,10
EMP2008,Software Engineer,Consulting,23,Remote,22,9
EMP2009,Data Scientist,Finance,5,Remote,48,5
EMP2010,Project Manager,Education,7,Onsite,30,4
EMP2011,Software Engineer,Manufacturing,26,Remote,46,2
EMP2012,Designer,Retail,4,Remote,24,4
EMP2013,Marketing,Finance,14,Remote,52,0
EMP2014,Software Engineer,Education,6,Remote,53,5
EMP2015,Sales,Education,34,Onsite,56,1
EMP2016,Software Engineer,Consulting,24,Remote,55,3
EMP2017,Sales,Retail,10,Remote,45,4
EMP2018,Sales,Finance,5,Onsite,33,9
EMP2019,Software Engineer,Manufacturing,27,Remote,49,13
EMP2020,Marketing,Manufacturing,22,Hybrid,58,3
EMP2021,Project Manager,Finance,25,Onsite,37,7
EMP2022,Project Manager,Retail,29,Onsite,28,6
EMP2023,Designer,Manufacturing,9,Onsite,32,7
EMP2024,Sales,Healthcare,1,Hybrid,33,12
EMP2025,Project Manager,Finance,2,Onsite,52,7
EMP2026,Designer,Education,13,Remote,42,13
EMP2027,Data Scientist,Education,12,Onsite,35,11
EMP2028,Sales,IT,19,Onsite,46,1
EMP2029,HR,Education,2,Onsite,50,0
EMP2030,Data Scientist,Consulting,19,Onsite,22,10
EMP2031,Designer,Retail,7,Hybrid,48,1
EMP2032,Software Engineer,Retail,21,Onsite,21,11
EMP2033,Software Engineer,Consulting,31,Hybrid,60,5
EMP2034,Designer,Healthcare,12,Hybrid,25,14
EMP2035,Marketing,Education,3,Remote,54,7
EMP2036,HR,IT,29,Hybrid,25,3
EMP2037,Data Scientist,Retail,9,Remote,38,3
EMP2038,Project Manager,Consulting,13,Remote,58,3
EMP2039,HR,Retail,29,Remote,27,1
EMP2040,HR,Finance,13,Onsite,27,12
EMP2041,Software Engineer,Healthcare,16,Onsite,49,9
EMP2042,Sales,Healthcare,16,Onsite,36,4
EMP2043,Software Engineer,Manufacturing,15,Onsite,60,8
EMP2044,Software Engineer,Retail,9,Remote,44,14
EMP2045,Sales,Manufacturing,20,Remote,39,10
EMP2046,Designer,Education,23,Hybrid,28,3
EMP2047,Project Manager,IT,2,Hybrid,54,6
EMP2048,Data Scientist,Manufacturing,21,Onsite,38,11
EMP2049,HR,Healthcare,4,Remote,56,10
